               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,             0.02711,            0.014995,                   0,             0.90639,             0.76842,             0.84319,             0.57634,             0.02386,           0.0096547,                   0,           0.0013701,           0.0013701,           0.0013701
                  89,            0.026211,            0.015458,                   0,             0.94369,                 0.8,             0.86982,             0.58918,            0.023105,           0.0092392,                   0,            0.001316,            0.001316,            0.001316
                  90,            0.025873,            0.014946,                   0,             0.93864,              0.8051,             0.87341,              0.5909,            0.023451,           0.0093191,                   0,            0.001266,            0.001266,            0.001266
                  91,            0.025664,            0.015114,                   0,               0.929,             0.75747,             0.84963,             0.56024,            0.024299,           0.0095628,                   0,           0.0012202,           0.0012202,           0.0012202
                  92,            0.027282,            0.015506,                   0,             0.90056,             0.81031,             0.86921,             0.59514,            0.023629,           0.0088731,                   0,           0.0011787,           0.0011787,           0.0011787
                  93,            0.025661,            0.015221,                   0,             0.90582,             0.81053,             0.86825,             0.60573,             0.02303,           0.0087446,                   0,           0.0011414,           0.0011414,           0.0011414
                  94,            0.025995,            0.014303,                   0,             0.94369,             0.79474,             0.87249,             0.61862,            0.022215,           0.0088307,                   0,           0.0011084,           0.0011084,           0.0011084
                  95,            0.025275,            0.014891,                   0,             0.96778,             0.79474,             0.86765,             0.60968,            0.022297,           0.0089624,                   0,           0.0010797,           0.0010797,           0.0010797
                  96,              0.0254,            0.014936,                   0,             0.96793,             0.79431,             0.87008,             0.60368,            0.022555,           0.0090178,                   0,           0.0010554,           0.0010554,           0.0010554
                  97,            0.024691,            0.015329,                   0,             0.96191,                 0.8,             0.87527,             0.60967,            0.022101,           0.0088333,                   0,           0.0010355,           0.0010355,           0.0010355
                  98,            0.024803,            0.014769,                   0,             0.96296,               0.821,             0.88163,             0.62584,            0.021331,           0.0088174,                   0,             0.00102,             0.00102,             0.00102
                  99,            0.024461,            0.016562,                   0,             0.95028,             0.80526,             0.87704,             0.60064,            0.022321,           0.0089148,                   0,           0.0010089,           0.0010089,           0.0010089
