               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  64,            0.031284,             0.01278,                   0,             0.44807,             0.31707,              0.3124,             0.10944,            0.062117,            0.021492,                   0,           0.0090557,           0.0090557,           0.0090557
                  65,            0.030493,            0.012827,                   0,             0.42385,             0.34146,             0.29482,             0.10462,            0.061956,            0.021566,                   0,           0.0090266,           0.0090266,           0.0090266
                  66,            0.030133,            0.012813,                   0,             0.32815,             0.31707,             0.26635,            0.094701,            0.062272,            0.019656,                   0,           0.0089972,           0.0089972,           0.0089972
                  67,            0.029635,            0.012513,                   0,             0.61199,             0.36585,             0.36479,             0.10431,            0.063311,            0.021016,                   0,           0.0089673,           0.0089673,           0.0089673
                  68,            0.029516,            0.012637,                   0,             0.41676,             0.40244,              0.3329,             0.11164,            0.061525,            0.020389,                   0,           0.0089371,           0.0089371,           0.0089371
                  69,            0.028423,            0.012702,                   0,             0.40918,             0.41463,             0.32511,             0.12193,             0.06359,            0.019243,                   0,           0.0089065,           0.0089065,           0.0089065
                  70,            0.029749,               0.012,                   0,              0.4986,             0.34146,              0.3417,             0.12435,            0.064716,            0.019553,                   0,           0.0088755,           0.0088755,           0.0088755
                  71,            0.027901,            0.011898,                   0,             0.40481,             0.39024,              0.2663,            0.087484,             0.06484,            0.021753,                   0,           0.0088442,           0.0088442,           0.0088442
                  72,            0.028421,            0.012412,                   0,             0.44774,             0.36585,             0.29688,            0.099216,            0.063464,            0.021074,                   0,           0.0088124,           0.0088124,           0.0088124
                  73,             0.02888,            0.012562,                   0,             0.44953,             0.34146,             0.29786,             0.11004,            0.062765,            0.022708,                   0,           0.0087804,           0.0087804,           0.0087804
                  74,            0.026725,            0.012694,                   0,             0.40709,             0.26829,             0.25078,            0.096931,            0.063198,            0.022177,                   0,           0.0087479,           0.0087479,           0.0087479
                  75,            0.029134,             0.01169,                   0,              0.5108,              0.2561,             0.22297,            0.078786,            0.070049,            0.021833,                   0,           0.0087151,           0.0087151,           0.0087151
                  76,            0.028369,            0.011626,                   0,             0.48189,             0.32927,             0.30782,            0.096884,            0.064167,            0.021481,                   0,            0.008682,            0.008682,            0.008682
                  77,            0.027399,            0.011698,                   0,             0.57166,             0.32927,             0.32067,             0.10004,            0.068637,            0.022057,                   0,           0.0086485,           0.0086485,           0.0086485
                  78,            0.026812,            0.011124,                   0,             0.38529,             0.38984,             0.30651,            0.099692,            0.065442,            0.022099,                   0,           0.0086146,           0.0086146,           0.0086146
                  79,            0.026391,            0.011391,                   0,             0.44922,             0.37797,             0.30486,             0.10488,            0.064962,            0.021712,                   0,           0.0085805,           0.0085805,           0.0085805
                  80,            0.026533,             0.01113,                   0,              0.3331,             0.35366,             0.24649,            0.082682,            0.063265,            0.022497,                   0,           0.0085459,           0.0085459,           0.0085459
                  81,            0.026106,            0.012028,                   0,             0.44572,             0.35366,             0.25955,            0.071858,            0.063553,            0.024237,                   0,           0.0085111,           0.0085111,           0.0085111
